Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
29/12/2013,29,December,2013,22,Youth (<25),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,9,7,9,7,63,70,Less than 100
8/5/2011,8,May,2011,37,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,-----,3,1266,2320,2257,3798,6055,More or equal to 100
22/4/2014,22,April,2014,37,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,52,44,96,Less than 100
21/10/2015,21,October,2015,22,Youth (<25),F,United States,California,Accessories,Tires and Tubes,-----,11,8,21,138,88,226,More or equal to 100
14/4/2016,14,April,2016,33,Youth (<25),F,Germany,Hamburg,Accessories,Tires and Tubes,HL Mountain Tire,15,13,35,293,195,488,More or equal to 100
23/9/2013,23,September,2013,38,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,2,13,35,29,26,55,Less than 100
29/7/2011,29,July,2011,33,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,826,1519,2345,More or equal to 100
7/4/2016,7,April,2016,25,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24,Less than 100
5/4/2014,5,April,2014,33,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,80,27,107,Less than 100
14/6/2016,14,June,2016,28,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,Touring Tire,16,11,29,232,176,408,More or equal to 100
29/8/2015,29,August,2015,40,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20,Less than 100
5/12/2015,5,December,2015,24,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,16,9,25,248,144,392,More or equal to 100
29/12/2013,29,December,2013,33,Youth (<25),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,332,247,579,More or equal to 100
13/9/2013,13,September,2013,33,Youth (<25),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78,Less than 100
4/3/2014,4,March,2014,22,Youth (<25),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,234,308,542,More or equal to 100
27/3/2014,27,March,2014,19,Youth (<25),M,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,14,16,30,Less than 100
15/6/2013,15,June,2013,35,Adults (35-64),F,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,312,1083,1395,More or equal to 100
20/11/2013,20,November,2013,33,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,89,60,149,Less than 100
1/9/2013,1,September,2013,23,Youth (<25),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,21,3,8,103,63,166,More or equal to 100
2/9/2015,2,September,2015,43,Adults (35-64),M,United States,Oregon,Clothing,Vests,"Classic Vest, S",7,24,64,217,168,385,More or equal to 100
18/10/2013,18,October,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,71,48,119,Less than 100
5/7/2011,5,July,2011,48,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,-----,1,344,540,191,344,535,More or equal to 100
26/5/2014,26,May,2014,29,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,28,13,35,577,364,941,More or equal to 100
8/8/2013,8,August,2013,40,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,75,52,127,Less than 100
8/10/2013,8,October,2013,56,Adults (35-64),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,155,308,463,More or equal to 100
8/6/2014,8,June,2014,33,Youth (<25),M,United States,California,Accessories,Fenders,Fender Set - Mountain,26,8,22,353,208,561,More or equal to 100
19/8/2013,19,August,2013,33,Youth (<25),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,217,130,347,More or equal to 100
11/6/2016,11,June,2016,38,Adults (35-64),F,France,Val d'Oise,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",2,461,742,250,922,1172,More or equal to 100
5/3/2016,5,March,2016,35,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,56,38,94,Less than 100
1/7/2012,1,July,2012,33,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1505,2532,4037,More or equal to 100
2/3/2014,2,March,2014,55,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,246,308,554,More or equal to 100
20/5/2016,20,May,2016,33,Youth (<25),M,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,7,8,22,76,56,132,Less than 100
31/8/2015,31,August,2015,54,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Black, 52",2,487,783,388,974,1362,More or equal to 100
16/7/2015,16,July,2015,37,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,Less than 100
11/4/2016,11,April,2016,26,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,32,30,62,Less than 100
15/1/2012,15,January,2012,19,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2528,4342,6870,More or equal to 100
8/1/2012,8,January,2012,35,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1240,4342,5582,More or equal to 100
20/12/2015,20,December,2015,26,Young Adults (25-34),M,France,Nord,Clothing,Vests,-----,30,24,64,950,720,1670,More or equal to 100
12/12/2013,12,December,2013,39,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,30,8,22,413,240,653,More or equal to 100
16/5/2016,16,May,2016,53,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,LL Mountain Tire,16,9,25,184,144,328,More or equal to 100
19/12/2015,19,December,2015,20,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,115,84,199,More or equal to 100
28/8/2013,28,August,2013,36,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,436,755,1191,More or equal to 100
15/1/2016,15,January,2016,54,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,656,2171,2827,More or equal to 100
20/6/2016,20,June,2016,41,Adults (35-64),F,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,31,3,8,145,93,238,More or equal to 100
30/9/2013,30,September,2013,37,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,HL Road Tire,24,12,33,377,288,665,More or equal to 100
20/11/2015,20,November,2015,51,Adults (35-64),F,France,Garonne (Haute),Bikes,Mountain Bikes,-----,1,1252,2295,905,1252,2157,More or equal to 100
21/1/2016,21,January,2016,55,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,Less than 100
12/1/2016,12,January,2016,46,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,240,295,535,More or equal to 100
30/5/2016,30,May,2016,33,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",17,38,50,187,646,833,More or equal to 100
30/7/2014,30,July,2014,37,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,5,13,35,108,65,173,More or equal to 100
27/4/2016,27,April,2016,20,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,366,273,639,More or equal to 100
19/9/2015,19,September,2015,24,Youth (<25),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,46,168,214,Less than 100
3/2/2014,3,February,2014,24,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108,Less than 100
20/2/2016,20,February,2016,60,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43,Less than 100
12/6/2014,12,June,2014,24,Youth (<25),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,745,1252,1997,More or equal to 100
18/2/2016,18,February,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,9,12,21,Less than 100
24/5/2016,24,May,2016,33,Young Adults (25-34),F,Germany,Hessen,Accessories,Cleaners,Bike Wash - Dissolver,25,3,8,111,75,186,More or equal to 100
6/10/2013,6,October,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86,Less than 100
29/3/2014,29,March,2014,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,105,78,183,More or equal to 100
9/8/2015,9,August,2015,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Mountain Tire,14,11,30,211,154,365,More or equal to 100
15/1/2016,15,January,2016,28,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,-----,22,11,30,411,242,653,More or equal to 100
20/11/2015,20,November,2015,53,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,471,351,822,More or equal to 100
27/5/2014,27,May,2014,34,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,11,15,26,Less than 100
21/8/2015,21,August,2015,50,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,LL Road Tire,24,8,21,201,192,393,More or equal to 100
11/5/2014,11,May,2014,30,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,68,46,114,Less than 100
7/6/2016,7,June,2016,23,Youth (<25),F,United States,California,Accessories,Tires and Tubes,-----,28,2,5,81,56,137,Less than 100
13/7/2014,13,July,2014,33,Youth (<25),M,United States,California,Accessories,Bottles and Cages,-----,16,2,5,46,32,78,Less than 100
9/10/2015,9,October,2015,33,Young Adults (25-34),F,Australia,Queensland,Bikes,Touring Bikes,"Touring-2000 Blue, 50",3,755,1215,797,2265,3062,More or equal to 100
26/10/2013,26,October,2013,22,Youth (<25),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997,More or equal to 100
14/3/2016,14,March,2016,41,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,2040,2504,4544,More or equal to 100
10/5/2014,10,May,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,8,11,30,150,88,238,More or equal to 100
13/5/2016,13,May,2016,39,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506,More or equal to 100
15/1/2016,15,January,2016,43,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",7,38,50,77,266,343,Less than 100
22/7/2016,22,July,2016,37,Adults (35-64),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,14,3,8,69,42,111,Less than 100
11/9/2013,11,September,2013,43,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,28,13,35,596,364,960,More or equal to 100
19/2/2014,19,February,2014,45,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272,More or equal to 100
12/12/2013,12,December,2013,39,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791,More or equal to 100
28/8/2012,28,August,2012,64,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,769,1426,2195,More or equal to 100
5/7/2016,5,July,2016,23,Youth (<25),M,United States,Oregon,Accessories,Tires and Tubes,ML Road Tire,8,9,25,100,72,172,More or equal to 100
28/11/2013,28,November,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,401,299,700,More or equal to 100
8/9/2015,8,September,2015,33,Youth (<25),M,United Kingdom,England,Accessories,Helmets,-----,31,13,35,639,403,1042,More or equal to 100
23/2/2016,23,February,2016,41,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,126,344,470,More or equal to 100
21/3/2016,21,March,2016,37,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,13,24,37,Less than 100
4/4/2014,4,April,2014,35,Adults (35-64),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,211,420,631,More or equal to 100
9/6/2014,9,June,2014,47,Adults (35-64),F,Australia,New South Wales,Clothing,Vests,"Classic Vest, L",3,24,64,95,72,167,Less than 100
27/11/2013,27,November,2013,27,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,More or equal to 100
7/8/2013,7,August,2013,51,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,68,24,92,Less than 100
26/7/2016,26,July,2016,24,Youth (<25),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,86,65,151,Less than 100
9/4/2014,9,April,2014,82,Seniors (64+),F,France,Seine (Paris),Clothing,Caps,-----,19,7,9,7,133,140,Less than 100
11/12/2013,11,December,2013,41,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,62,22,84,Less than 100
22/2/2014,22,February,2014,29,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,489,325,814,More or equal to 100
27/4/2014,27,April,2014,47,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,99,104,203,Less than 100
27/7/2012,27,July,2012,33,Youth (<25),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",2,420,769,667,840,1507,More or equal to 100
17/7/2014,17,July,2014,35,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,30,8,22,394,240,634,More or equal to 100
28/11/2015,28,November,2015,39,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,48,34,82,Less than 100
30/4/2014,30,April,2014,21,Youth (<25),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203,More or equal to 100
23/6/2014,23,June,2014,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,17,1050,1067,Less than 100
20/3/2015,20,March,2015,51,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-650 Black, 44",1,487,783,194,487,681,More or equal to 100
2/1/2016,2,January,2016,46,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,23,7,9,42,161,203,Less than 100
31/5/2016,31,May,2016,28,Young Adults (25-34),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1273,2532,3805,More or equal to 100
8/11/2013,8,November,2013,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,More or equal to 100
29/9/2013,29,September,2013,28,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109,Less than 100
6/1/2016,6,January,2016,64,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,286,988,1274,More or equal to 100
8/10/2013,8,October,2013,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,401,299,700,More or equal to 100
26/4/2016,26,April,2016,40,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",13,38,50,143,494,637,More or equal to 100
26/9/2013,26,September,2013,37,Adults (35-64),F,United Kingdom,England,Clothing,Socks,"Racing Socks, L",28,3,9,158,84,242,More or equal to 100
4/9/2012,4,September,2012,25,Young Adults (25-34),F,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1489,2504,3993,More or equal to 100
10/1/2014,10,January,2014,20,Youth (<25),F,United States,California,Accessories,Tires and Tubes,-----,9,9,25,140,81,221,More or equal to 100
15/3/2014,15,March,2014,28,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,110,76,186,More or equal to 100
12/4/2016,12,April,2016,34,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,80,294,374,Less than 100
8/5/2014,8,May,2014,30,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,42,18,60,Less than 100
12/9/2015,12,September,2015,44,Adults (35-64),M,Australia,Victoria,Clothing,Shorts,"Women's Mountain Shorts, M",15,26,70,440,390,830,More or equal to 100
25/6/2014,25,June,2014,28,Young Adults (25-34),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Mountain Tire,30,9,25,323,270,593,More or equal to 100
21/2/2016,21,February,2016,30,Young Adults (25-34),F,France,Val d'Oise,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,6,378,384,Less than 100
18/6/2016,18,June,2016,60,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27,Less than 100
10/6/2014,10,June,2014,36,Adults (35-64),F,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, M",3,9,24,33,27,60,Less than 100
18/10/2013,18,October,2013,32,Young Adults (25-34),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74,Less than 100
1/12/2013,1,December,2013,45,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,4,9,25,43,36,79,Less than 100
17/9/2013,17,September,2013,22,Youth (<25),M,Germany,Saarland,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,4,4,8,Less than 100
29/4/2016,29,April,2016,21,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20,Less than 100
14/8/2015,14,August,2015,45,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,17,30,47,Less than 100
6/5/2014,6,May,2014,37,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,234,308,542,More or equal to 100
31/7/2016,31,July,2016,23,Youth (<25),M,Germany,Saarland,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,57,54,111,Less than 100
12/9/2015,12,September,2015,29,Young Adults (25-34),M,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, L",24,26,70,1039,624,1663,More or equal to 100
10/3/2016,10,March,2016,53,Adults (35-64),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,50,924,974,Less than 100
12/8/2015,12,August,2015,45,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43,Less than 100
19/5/2016,19,May,2016,56,Adults (35-64),M,United Kingdom,England,Clothing,Gloves,-----,19,9,24,267,171,438,More or equal to 100
23/5/2016,23,May,2016,33,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,31,13,44,Less than 100
24/2/2014,24,February,2014,36,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,25,26,51,Less than 100
14/6/2014,14,June,2014,27,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,99,344,443,Less than 100
25/12/2015,25,December,2015,31,Young Adults (25-34),M,Australia,Queensland,Clothing,Shorts,"Women's Mountain Shorts, S",15,26,70,492,390,882,More or equal to 100
21/9/2015,21,September,2015,30,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,Less than 100
4/1/2016,4,January,2016,40,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",15,9,24,221,135,356,More or equal to 100
19/4/2016,19,April,2016,33,Youth (<25),M,United States,California,Accessories,Tires and Tubes,-----,9,8,21,113,72,185,More or equal to 100
26/1/2014,26,January,2014,23,Youth (<25),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227,More or equal to 100
20/6/2014,20,June,2014,41,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,592,1482,2074,More or equal to 100
18/8/2013,18,August,2013,59,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,20,21,41,Less than 100
7/12/2015,7,December,2015,47,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,114,120,234,More or equal to 100
29/12/2015,29,December,2015,56,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,538,1252,1790,More or equal to 100
18/3/2014,18,March,2014,42,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,6,9,15,Less than 100
13/6/2014,13,June,2014,20,Youth (<25),M,Canada,British Columbia,Clothing,Vests,"Classic Vest, M",14,24,64,551,336,887,More or equal to 100
27/9/2013,27,September,2013,36,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,64,39,103,Less than 100
8/8/2015,8,August,2015,49,Adults (35-64),M,United States,Washington,Accessories,Hydration Packs,Hydration Pack - 70 oz.,11,21,55,241,231,472,More or equal to 100
9/10/2013,9,October,2013,55,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443,826,1519,2345,More or equal to 100
3/9/2015,3,September,2015,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,6,2,8,Less than 100
1/10/2015,1,October,2015,30,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,62,44,106,Less than 100
27/12/2015,27,December,2015,33,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,471,390,861,More or equal to 100
11/6/2016,11,June,2016,27,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,41,21,62,Less than 100
20/2/2014,20,February,2014,60,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,32,13,45,Less than 100
6/5/2016,6,May,2016,39,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,6,11,17,Less than 100
27/4/2014,27,April,2014,31,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,143,130,273,More or equal to 100
8/6/2016,8,June,2016,40,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,433,260,693,More or equal to 100
10/3/2016,10,March,2016,34,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,401,299,700,More or equal to 100
7/6/2016,7,June,2016,42,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,72,45,117,Less than 100
19/7/2016,19,July,2016,29,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,1,9,25,16,9,25,Less than 100
11/10/2013,11,October,2013,33,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,36,672,708,Less than 100
6/9/2013,6,September,2013,44,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,20,14,34,Less than 100
3/2/2016,3,February,2016,50,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",17,42,54,195,714,909,More or equal to 100
16/4/2016,16,April,2016,44,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108,Less than 100
20/2/2016,20,February,2016,37,Adults (35-64),M,Germany,Brandenburg,Bikes,Road Bikes,-----,1,1519,2443,900,1519,2419,More or equal to 100
4/3/2016,4,March,2016,47,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire,17,11,29,286,187,473,More or equal to 100
2/2/2014,2,February,2014,35,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,86,58,144,Less than 100
28/1/2014,28,January,2014,36,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,412,260,672,More or equal to 100
23/12/2015,23,December,2015,28,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,-----,21,2,5,59,42,101,Less than 100
29/8/2013,29,August,2013,25,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,46,32,78,Less than 100
10/6/2014,10,June,2014,34,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,43,15,58,Less than 100
28/11/2015,28,November,2015,43,Adults (35-64),M,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,17,3,8,84,51,135,Less than 100
7/3/2014,7,March,2014,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,-----,4,42,54,13,168,181,Less than 100
5/5/2015,5,May,2015,23,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,295,1083,1378,More or equal to 100
20/8/2015,20,August,2015,38,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10,Less than 100
28/12/2015,28,December,2015,41,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,7,11,30,125,77,202,More or equal to 100
11/10/2013,11,October,2013,53,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,391,247,638,More or equal to 100
10/4/2012,10,April,2012,39,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498,More or equal to 100
25/8/2015,25,August,2015,62,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74,Less than 100
18/1/2016,18,January,2016,37,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,13,126,139,Less than 100
